"node_1","node_2","omega_group_1","omega_group_2","omega_difference_group1_minus_group2","effective_J_group_1","effective_J_group_2","effective_J_difference_group1_minus_group2","absolute_effective_J_difference"
"dep","sui",1.76070378033285,1.42863282607891,0.332070954253941,1.76070378033285,1.42863282607891,0.332070954253941,0.332070954253941
"glt","mot",0.44992277198803,0.780863480269294,-0.330940708281263,0.44992277198803,0.780863480269294,-0.330940708281263,0.330940708281263
"dep","glt",1.35606685476851,1.03534888859452,0.32071796617399,1.35606685476851,1.03534888859452,0.32071796617399,0.32071796617399
"glt","con",0.555856554938614,0.787662332223451,-0.231805777284836,0.555856554938614,0.787662332223451,-0.231805777284836,0.231805777284836
"dep","slp",0.510026295250801,0.73327067379296,-0.22324437854216,0.510026295250801,0.73327067379296,-0.22324437854216,0.22324437854216
"app","con",0.305787852436457,0.525612676466201,-0.219824824029744,0.305787852436457,0.525612676466201,-0.219824824029744,0.219824824029744
"slp","sui",0.147554084183623,0.364698169965477,-0.217144085781854,0.147554084183623,0.364698169965477,-0.217144085781854,0.217144085781854
"ene","sui",-0.405539065408385,-0.199721748812168,-0.205817316596216,-0.405539065408385,-0.199721748812168,-0.205817316596216,0.205817316596216
"slp","mot",0.458831770050074,0.255680886331097,0.203150883718977,0.458831770050074,0.255680886331097,0.203150883718977,0.203150883718977
"ene","con",0.81586430601345,0.625367845391655,0.190496460621794,0.81586430601345,0.625367845391655,0.190496460621794,0.190496460621794
"slp","app",0.535166394615378,0.705803371212301,-0.170636976596923,0.535166394615378,0.705803371212301,-0.170636976596923,0.170636976596923
"ene","glt",0.45993274800512,0.306034533180861,0.153898214824259,0.45993274800512,0.306034533180861,0.153898214824259,0.153898214824259
"anh","dep",1.77027145943545,1.91017814539252,-0.139906685957076,1.77027145943545,1.91017814539252,-0.139906685957076,0.139906685957076
"ene","mot",0.51047638663745,0.645720060033526,-0.135243673396075,0.51047638663745,0.645720060033526,-0.135243673396075,0.135243673396075
"slp","ene",1.29265534651657,1.42746532838969,-0.134809981873112,1.29265534651657,1.42746532838969,-0.134809981873112,0.134809981873112
"anh","sui",0.218045470166951,0.0885643336062865,0.129481136560664,0.218045470166951,0.0885643336062865,0.129481136560664,0.129481136560664
"mot","sui",0.784358849470101,0.908850687100681,-0.12449183763058,0.784358849470101,0.908850687100681,-0.12449183763058,0.12449183763058
"dep","app",0.39095425686932,0.272062723936585,0.118891532932734,0.39095425686932,0.272062723936585,0.118891532932734,0.118891532932734
"anh","mot",0.231801909021575,0.11402658716884,0.117775321852735,0.231801909021575,0.11402658716884,0.117775321852735,0.117775321852735
"anh","app",0.671975977413154,0.562625944782643,0.10935003263051,0.671975977413154,0.562625944782643,0.10935003263051,0.10935003263051
"dep","ene",0.411913319658426,0.520473422497251,-0.108560102838824,0.411913319658426,0.520473422497251,-0.108560102838824,0.108560102838824
"app","glt",0.451070838029251,0.556923258862769,-0.105852420833518,0.451070838029251,0.556923258862769,-0.105852420833518,0.105852420833518
"anh","slp",0.448731199651744,0.552466873301806,-0.103735673650062,0.448731199651744,0.552466873301806,-0.103735673650062,0.103735673650062
"app","mot",0.387751566559274,0.468961652480505,-0.0812100859212316,0.387751566559274,0.468961652480505,-0.0812100859212316,0.0812100859212316
"dep","mot",0.597000905043985,0.668333572447598,-0.0713326674036125,0.597000905043985,0.668333572447598,-0.0713326674036125,0.0713326674036125
"slp","glt",0.303081309187095,0.36484885528337,-0.0617675460962752,0.303081309187095,0.36484885528337,-0.0617675460962752,0.0617675460962752
"app","sui",0.322052029711965,0.273499931228932,0.0485520984830324,0.322052029711965,0.273499931228932,0.0485520984830324,0.0485520984830324
"glt","sui",1.46463269339624,1.43692148101837,0.0277112123778707,1.46463269339624,1.43692148101837,0.0277112123778707,0.0277112123778707
"anh","glt",0.429350721715659,0.407555954868651,0.0217947668470085,0.429350721715659,0.407555954868651,0.0217947668470085,0.0217947668470085
"anh","con",0.432208392817313,0.45331259434903,-0.0211042015317165,0.432208392817313,0.45331259434903,-0.0211042015317165,0.0211042015317165
"con","mot",1.38202947506494,1.36301478576994,0.0190146892949983,1.38202947506494,1.36301478576994,0.0190146892949983,0.0190146892949983
"dep","con",0.430637112859871,0.413757804688425,0.0168793081714459,0.430637112859871,0.413757804688425,0.0168793081714459,0.0168793081714459
"ene","app",1.14246542102113,1.15522661629562,-0.0127611952744926,1.14246542102113,1.15522661629562,-0.0127611952744926,0.0127611952744926
"slp","con",0.470593965563354,0.479420087120175,-0.008826121556821,0.470593965563354,0.479420087120175,-0.008826121556821,0.008826121556821
"con","sui",0.47113478263594,0.464396156258818,0.00673862637712197,0.47113478263594,0.464396156258818,0.00673862637712197,0.00673862637712197
"anh","ene",1.31539564281844,1.31157284009592,0.00382280272252822,1.31539564281844,1.31157284009592,0.00382280272252822,0.00382280272252822
